Id,highlighted,text,ru_trans,tags,prefix,suffix,highlighted_html,suffix_html,position_start,position_end,start_container,end_container,chapter,ch_num,lang,overlap,img_src,alt_text_eng,dog_sound
2-CPhNIxEe2emF--XiwuBQ,06,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Elena Kravchenko argues that, in opposition to the visual leanings of the chapters associated with Yakov, Ilya's chapters ""may become less impenetrable if received aurally, which will make its language play come 'alive'. […] The unmistakable focus in Il'ia's skaz on oral culture — through numerous allusions to fairy tales and epics — and language, especially its aural qualities illuminated through paronomasia, is juxtaposed with the literariness and visuality of the prose and verse fragments"" (*The Prose* 80).","Несмотря на многочисленные странности, ""Между собакой и волком"" придерживается строгой, формальной структуры: восемь прозаических глав от лица странствующего точильщика; пять прозаических глав, касающихся жизни и мыслям собаковода Якова Паламахтерова; четыре главы, состоящие из 36 стихотворений, написанных Яковом; и финальная глава, представляющая собой один, отдельных стих, вновь написанный Яковом. Как пишет А. Богуславский, главы следуют следующему шаблону: ABCABACABACABACBAC (""How Sokolov's"" 205). Е. Кравченко утверждает, что, в отличие от склонности к визуализации в главах, связанных с Яковом, главы Ильи “теряют тяжесть слога при восприятии на слух, что позволяет языку ‘ожить’. […] Неоспоримый фокус “сказа” Ильи на устном творчестве — через бесчисленные аллюзии к сказкам и басням — и устной речи, особенно ее воспринимаемым на слух качествам, отображенным через парономазию, противопоставляется литературности и образности прозаическим и стихотворным фрагментам (""The Prose"" 80). ",['structure'],"     
      

      
        
  ",". От Ильи Петрикеича
  
  Чем во",06,". От Ильи Петрикеича</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],06. От Ильи Петрикеича,06,ru,none,[],[],False
hSCnGGDvEe6eyLvaJ6W33g,06,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Elena Kravchenko argues that, in opposition to the visual leanings of the chapters associated with Yakov, Ilya's chapters ""may become less impenetrable if received aurally, which will make its language play come 'alive'. […] The unmistakable focus in Il'ia's skaz on oral culture — through numerous allusions to fairy tales and epics — and language, especially its aural qualities illuminated through paronomasia, is juxtaposed with the literariness and visuality of the prose and verse fragments"" (*The Prose* 80).",,['structure'],"     
      

      
        
  ",". Accordin to Ilya Petrikeich
  ",06,. Accordin to Ilya Petrikeich</h,618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],06. Accordin to Ilya Petrikeich,06,en,none,[],[],False
SNm_bNkvEe2eW0dO4tLtTQ,07,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Sergei Orobii suggests that ""in the novel *Between Dog and Wolf*, the principle that will become the cornerstone for determining the root affiliation of Sokolov's texts of the 2000s is mastered: prose is replaced with ease by poetry, or even merges with it. Such a narrative maneuver, of course, originates not in the plot, but in the field of language: considering that the Russian literary language has 'worn out' from constant use and has lost all expressiveness, the writer tries to get away from the usual linguistic norms and constructs a unique style, which becomes the driving force of the narrative. Here, the boundaries between replicas, between direct and indirect speech, between chatter and quotation are fundamentally blurred"" (299).","Несмотря на многочисленные странности, ""Между собакой и волком"" придерживается строгой, формальной структуры: восемь прозаических глав от лица странствующего точильщика; пять прозаических глав, касающихся жизни и мыслям собаковода Якова Паламахтерова; четыре главы, состоящие из 36 стихотворений, написанных Яковом; и финальная глава, представляющая собой один, отдельных стих, вновь написанный Яковом. Как пишет А. Богуславский, главы следуют следующему шаблону: ABCABACABACABACBAC (""How Sokolov's"" 205). С. Оробий предполагает, что ""в романе 'Между собакой и волком' освоен принцип, который впоследсствие станет краеугольным каменем при определении сущноти текстов Соколова, написанных в 2000-х: проза с легкостью заменяется поэзией, а то и сливается и ней. Такой повествовательный маневр, безусловно, происходит не из сюжета, а из языковой области: считая что русский литературный язык исчерпал себя от его постоянного употребления и утратил былую выразительность, автор пытается уйти от привычных языковых норм и выстраивает уникальный стиль, позже становящийся движущей силой повествования. Здесь границы между диалогами, между прямой и косвенной речью, между разговорами и цитатами оказываются размытыми на фундаментальном уровне"" (299).",['structure'],"     
      

      
        
  ",". Записки охотника
  
  Записка ",07,". Записки охотника</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],07. Записки охотника,07,ru,none,[],[],False
-fp7fFMREe6djs-Bm00Otg,07,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Sergei Orobii suggests that ""in the novel *Between Dog and Wolf*, the principle that will become the cornerstone for determining the root affiliation of Sokolov's texts of the 2000s is mastered: prose is replaced with ease by poetry, or even merges with it. Such a narrative maneuver, of course, originates not in the plot, but in the field of language: considering that the Russian literary language has 'worn out' from constant use and has lost all expressiveness, the writer tries to get away from the usual linguistic norms and constructs a unique style, which becomes the driving force of the narrative. Here, the boundaries between replicas, between direct and indirect speech, between chatter and quotation are fundamentally blurred"" (299).",,['structure'],"     
      

      
        
  ",". Notes of a Hunter
  
  Note X
",07,". Notes of a Hunter</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],07. Notes of a Hunter,07,en,none,[],[],False
_p1VbOQKEe2e6D8B4hKnLQ,08,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Elena Kravchenko argues that, in opposition to the visual leanings of the chapters associated with Yakov, Ilya's chapters ""may become less impenetrable if received aurally, which will make its language play come 'alive'. […] The unmistakable focus in Il'ia's *skaz* on oral culture — through numerous allusions to fairy tales and epics — and language, especially its aural qualities illuminated through paronomasia, is juxtaposed with the literariness and visuality of the prose and verse fragments"" (*The Prose* 80).","Несмотря на многочисленные странности, ""Между собакой и волком"" придерживается строгой, формальной структуры: восемь прозаических глав от лица странствующего точильщика; пять прозаических глав, касающихся жизни и мыслям собаковода Якова Паламахтерова; четыре главы, состоящие из 36 стихотворений, написанных Яковом; и финальная глава, представляющая собой один, отдельных стих, вновь написанный Яковом. Как пишет А. Богуславский, главы следуют следующему шаблону: ABCABACABACABACBAC (""How Sokolov's"" 205). Е. Кравченко утверждает, что, в отличие от склонности к визуализации в главах, связанных с Яковом, главы Ильи “теряют тяжесть слога при восприятии на слух, что позволяет языку ‘ожить’. […] Неоспоримый фокус “сказа” Ильи на устном творчестве — через бесчисленные аллюзии к сказкам и басням — и устной речи, особенно ее воспринимаемым на слух качествам, отображенным через парономазию, противопоставляется литературности и образности прозаическим и стихотворным фрагментам (""The Prose"" 80). ",['structure'],"     
      

      
        
  ",". Заитильщина
  
  Зачерпнул я, ",08,". Заитильщина</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],08. Заитильщина,08,ru,none,[],[],False
5oxkbGJaEe61JSPRXWfNJg,08,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Elena Kravchenko argues that, in opposition to the visual leanings of the chapters associated with Yakov, Ilya's chapters ""may become less impenetrable if received aurally, which will make its language play come 'alive'. […] The unmistakable focus in Il'ia's *skaz* on oral culture — through numerous allusions to fairy tales and epics — and language, especially its aural qualities illuminated through paronomasia, is juxtaposed with the literariness and visuality of the prose and verse fragments"" (*The Prose* 80).",,['structure'],"     
      

      
        
  ",". Discords Beyond the Itil
  
  ",08,". Discords Beyond the Itil</h1>
",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],08. Discords Beyond the Itil,08,en,none,[],[],False
hx9z8ranEe22Fodg4Pjjkw,09,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Elena Kravchenko argues that, in opposition to the visual leanings of the chapters associated with Yakov, Ilya's chapters ""may become less impenetrable if received aurally, which will make its language play come 'alive'. […] The unmistakable focus in Il'ia's skaz on oral culture — through numerous allusions to fairy tales and epics — and language, especially its aural qualities illuminated through paronomasia, is juxtaposed with the literariness and visuality of the prose and verse fragments"" (*The Prose* 80). She describes the structure of the novel as follows: ""The structure of the novel, excluding chapter eighteen [...], forms a set of convex mirrors. The first and last chapters are *skaz*, the second and penultimate are prose, the third and the fifteenth chapters are poems, then again two mirroring Il'ia's narratives (4 and 14), the prose narratives (5 and 13), Il'ia's (6 and 12), verse (7 and 11), and Il'ia's (8 and 10). The structure 'folds' in the middle, at chapter nine — a prose entry, thus making it a 'centrefold', which holds the book together"" (*The Prose* 53–54).","Несмотря на многочисленные странности, *Между собакой и волком* придерживается строгой, формальной структуры: восемь прозаических глав от лица странствующего точильщика; пять прозаических глав, касающихся жизни и мыслям собаковода Якова Паламахтерова; четыре главы, состоящие из 36 стихотворений, написанных Яковом; и финальная глава, представляющая собой один, отдельных стих, вновь написанный Яковом. Как пишет А. Богуславский. Главы следуют следующему шаблону: ABCABACABACABACBAC (Boguslawski ""How Sokolov's"" 205). Е. Кравченко утверждает, что, в отличие от склонности к визуализации в главах, связанных с Яковом, главы Ильи “теряют тяжесть слога при восприятии на слух, что позволяет языку ‘ожить’. [...] Неоспоримый фокус “сказа” Ильи на устном творчестве — через бесчисленные аллюзии к сказкам и басням — и устной речи, особенно ее воспринимаемым на слух качествам, отображенным через парономазию, противопоставляется литературности и образности прозаическим и стихотворным фрагментам (Kravchenko *The Prose* 80). Она описывает структуру романа следующим образом: “Структура романа, за исключением главы 18 […], образует систему кривых зеркал. Первая и последняя главы — сказ, вторая и предпоследняя — проза, третья и пятнадцатая — стихи, затем вновь две главы, отражающие повествование Ильи (4 и 14), повествование в прозе (5 и 13), Ильи (6 и 12), в стихах (7 и 11) и снова Ильи (8 и 10). Структура складывается посередине, на девятой главе, написанной прозой, образуя при этом ‘переплет’, скрепляющий книгу” (Kravchenko *The Prose* 53–54).",['structure'],"     
      

      
        
  ",". Картинки с выставки
  
  Друг ",09,". Картинки с выставки</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],09. Картинки с выставки,09,ru,none,[],[],False
sI0dml1EEe6buXcifuCTwg,09,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Elena Kravchenko argues that, in opposition to the visual leanings of the chapters associated with Yakov, Ilya's chapters ""may become less impenetrable if received aurally, which will make its language play come 'alive'. […] The unmistakable focus in Il'ia's skaz on oral culture — through numerous allusions to fairy tales and epics — and language, especially its aural qualities illuminated through paronomasia, is juxtaposed with the literariness and visuality of the prose and verse fragments"" (*The Prose* 80). She describes the structure of the novel as follows: ""The structure of the novel, excluding chapter eighteen [...], forms a set of convex mirrors. The first and last chapters are *skaz*, the second and penultimate are prose, the third and the fifteenth chapters are poems, then again two mirroring Il'ia's narratives (4 and 14), the prose narratives (5 and 13), Il'ia's (6 and 12), verse (7 and 11), and Il'ia's (8 and 10). The structure 'folds' in the middle, at chapter nine — a prose entry, thus making it a 'centrefold', which holds the book together"" (*The Prose* 53–54).",,['structure'],"     
      

      
        
  ",". Pictures from an Exhibition
  ",09,. Pictures from an Exhibition</h,618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],09. Pictures from an Exhibition,09,en,none,[],[],False
RtvcgPM0Ee2z3yvf8-BQfA,10,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Elena Kravchenko argues that, in opposition to the visual leanings of the chapters associated with Yakov, Ilya's chapters ""may become less impenetrable if received aurally, which will make its language play come 'alive'. […] The unmistakable focus in Il'ia's *skaz* on oral culture — through numerous allusions to fairy tales and epics — and language, especially its aural qualities illuminated through paronomasia, is juxtaposed with the literariness and visuality of the prose and verse fragments"" (*The Prose* 80).","Несмотря на многочисленные странности, *Между собакой и волком* придерживается строгой, формальной структуры: восемь прозаических глав от лица странствующего точильщика; пять прозаических глав, касающихся жизни и мыслям собаковода Якова Паламахтерова; четыре главы, состоящие из 36 стихотворений, написанных Яковом; и финальная глава, представляющая собой один, отдельных стих, вновь написанный Яковом. Как пишет А. Богуславский. Главы следуют следующему шаблону: ABCABACABACABACBAC (Boguslawski ""How Sokolov's"" 205). Е. Кравченко утверждает, что, в отличие от склонности к визуализации в главах, связанных с Яковом, главы Ильи “теряют тяжесть слога при восприятии на слух, что позволяет языку ‘ожить’. […] Неоспоримый фокус “сказа” Ильи на устном творчестве — через бесчисленные аллюзии к сказкам и басням — и устной речи, особенно ее воспринимаемым на слух качествам, отображенным через парономазию, противопоставляется литературности и образности прозаическим и стихотворным фрагментам (Kravchenko *The Prose* 80).",['structure'],"     
      

      
        
  ",". Дзынзырэлы
  
  Мол, все время",10,". Дзынзырэлы</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],10. Дзынзырэлы,10,ru,none,[],[],False
nvh5VmOpEe68P3ebWYAxDw,10,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Elena Kravchenko argues that, in opposition to the visual leanings of the chapters associated with Yakov, Ilya's chapters ""may become less impenetrable if received aurally, which will make its language play come 'alive'. […] The unmistakable focus in Il'ia's *skaz* on oral culture — through numerous allusions to fairy tales and epics — and language, especially its aural qualities illuminated through paronomasia, is juxtaposed with the literariness and visuality of the prose and verse fragments"" (*The Prose* 80).",,['structure'],"     
      

      
        
  ",". Dzynzyrella's
  
  Well, she s",10,". Dzynzyrella's</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],10. Dzynzyrella's,10,en,none,[],[],False
